"Advertiser Name","Advertiser URL","MID","Advertiser Description","Link to T&C","Link to Program History","Link to Home Page","Status","Contact Name","Contact Title","State","City","Address","Zip","Country","Phone","Email Address","Commission Terms","Offer","Offer Type","Year Joined","Expiration Date","Return Days","Transaction Update Window","TrueLock","Premium Status","Baseline Commission Terms","Baseline Offer","Baseline Offer Type","Baseline Expiration Date","Baseline Return Days","Baseline Transaction Update Window","Baseline TrueLock"
"PLNDR","http://www.plndr.com/","38531","PLNDR is an exclusive, members-only boutique of the best in premium streetwear at discount prices. You won?t find deals like that anywhere else!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38531_325976_2.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38531&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=325976&type=3&subid=0","Active","Team OPMpros.com","Affiliate Program Manager","Quebec","Montreal","4990 Jean-Talon West ","H4P 1W9","CA","514.341.7767","plndr@opmpros.com","private |4.00% commission on all goods","38.2","% of Sale","2014"," 01-NOV-15","30","90","N","N/A","4.00% commission on all goods","51.1","% of Sale"," 31-DEC-15","10","90","N",
"PandaHall","http://www.pandahall.com","39563","PandaHall retail and wholesale Beads & Findings including jade, silver, pearl, gemstone, lampwork glass and crystal items etc. If you have a company of jewelry making or personal jewelry store, we can offer different solutions according to your needs.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39563&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=341028&type=3&subid=0","Active","Bella Jiang","Affiliate Program Specialist","Guangdong","Shenzhen","501,Oversea Chinese Scholars Venture Building  Gao Xin S. Ring R South District of High-tech Industrial Park  Shenzhen City, Guan","518000","CN","8675586329526","affiliatels@pandahall.com","private |10.00%-13.00% commission on all goods","4.1","% of Sale","2014"," 31-DEC-16","30","90","N","N/A","10.00%-13.00% commission on all goods","3.1","% of Sale"," 11-JUN-15","30","90","N",
"Paula's Choice Skincare","http://www.paulaschoice.com","38596","Paula's Choice products successfully treat everything from acne to wrinkles, sensitive skin, sun damage, dry to oily skin, & blackheads. They are100% guaranteed to work! Each product is 100% fragrance-free, contains no added dyes, and non-irritating.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38596_300892.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38596&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=300892&type=3&subid=0","Active","Team OPMpros.com","Affiliate Program Manager","Quebec","Montreal","5000 Jean-Talon West Suite 290","H4P 1W9","CA","514.341.7767","paulaschoice@opmpros.com","7.00% commission on all goods","3.1","% of Sale","2014"," 30-JUN-15","15","90","N","N/A","7.00% commission on all goods","3.1","% of Sale"," 30-JUN-15","15","90","N",
"Payless ShoeSource","http://www.payless.com/store/","38681","Payless ShoeSource is the largest specialty family footwear retailer in the Western Hemisphere.  Join our affiliate program featuring a competitive commission structure for every product purchased from Payless.com. Please contact us with any questions.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38681_20130813_165318.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38681&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=302525&type=3&subid=0","Active","Erin McAllister","Affiliate Marketing Specialist","Pennsylvania","Pittsburgh","225 West Station Square Drive Suite 500","15219","US","412-562-1185","affiliates@payless.com","5.00%-10.00% commission on all goods","9.1","% of Sale","2014"," 13-AUG-18","15","90","N","N/A","5.00%-10.00% commission on all goods","9.1","% of Sale"," 13-AUG-18","15","90","N",
"Pet Plus","http://www.petplus.com","38731","The only plan available for pet parents that gives peace of mind by providing savings on the meds needed each month. Benefits: low member-only prices, no exclusions for pre-existing conditions, order online or pickup locally at participating pharmacies.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38731_20130822_160722.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38731&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=334322&type=3&subid=0","Active","Pet Plus Affiliate Team","Affiliate Team","New York","Brooklyn","1 MetroTech Center N 3rd Fl ","11201","US","514.341.7767","pPetPlusAffiliates@MercuryMedia.com","12.00% commission on all goods; [$1.00 flat fee on selected goods]; ","12.1","% of Sale","2014"," 09-APR-15","35","90","N","N/A","12.00% commission on all goods; [30.00% commission on selected goods]; ","37.1","% of Sale"," 31-DEC-15","35","90","N",
"PetSmart","http://www.petsmart.com","13565","PetSmart, the nation's largest pet supply retailer, offers over 12,000 competitively-priced products.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=13565_20110421_231241.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=13565&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=301691&type=3&subid=0","Active","Elena Zadorojny","Affiliate Manager","Arizona","Phoenix","19601 North 27th Ave ","85027","US","623-587-2878","ls-petsmartaffiliates@linkshare.com","6.00% commission on all goods; [0.00% commission on selected goods,; 5.00% commission on selected goods]; ","282.4","% of Sale","2013"," 05-AUG-18","35","90","N","Premium","6.00% commission on all goods; [0.00% commission on selected goods,; 5.00% commission on selected goods]; ","282.4","% of Sale"," 05-AUG-18","35","90","N",
"Photobook Worldwide Sdn Bhd (US)","http://www.photobookamerica.com/","39025","Photobook Worldwide specializes in premium photobooks, cards, posters, and canvas prints. Our free bookmaking tools and Readybook designs makes it easy to showcase photos from any occasion; from weddings, vacations, babies to any Holiday in between.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39025&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=318006&type=3&subid=0","Active","Lindah Innasi","Sr. Marketing Executive","Selangor","Shah Alam","23 Jalan 31/AW Kota Kemuning ","40460","MY","+603 5122 2232","affiliates@photobookworldwide.com","15.00% commission on all goods","4.1","% of Sale","2014"," 30-JUN-15","90","90","N","N/A","15.00% commission on all goods","4.1","% of Sale"," 30-JUN-15","90","90","N",
"Pimsleur Language Programs","http://www.pimsleur.com/","37605","Pimsleur Language Programs is a leader in audio-based language courses.  Available in over 60 languages, Dr. Pimsleur?s courses have been at the forefront of foreign language instruction for 50 years and helped millions to learn a new language. 
","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=37605_263926.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37605&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=263926&type=3&subid=0","Active","Kelly Saux","Director Direct Response Marketing","Massachusetts","Concord","30 Monument Square Suite 150B","01742","US","9782877087","PimsleurAffiliate@simonandschuster.com","private |15.00%-25.00% commission on all goods","4.1","% of Sale","2013"," 02-AUG-16","30","90","N","N/A","15.00%-25.00% commission on all goods","3.2","% of Sale"," 14-JUN-15","30","90","N",
"Pittman & Davis","http://www.pittmandavis.com/","35808","Pittman & Davis is a leading online fruit gift company. Unlike other fruit and gift basket companies, we provide FREE standard shipping on all products, with a very high converting web site!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=35808&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=207077&type=3&subid=0","Active","Pittman Davis Affiliate Program","Affiliate Manager","Florida","Vero Beach","1650 90th Ave ","32966","US","772-226-3500","affiliate@pittmandavis.com","private |10.00% commission on all goods","4.1","% of Sale","2013"," 26-AUG-18","30","90","N","N/A","10.00% commission on all goods","3.1","% of Sale"," 26-OCT-19","30","90","N",
"Pompeii3","http://www.pompeii3.com","38745","Pompeii3.com - Highly competitive commissions, large average order values and worldwide shipping ensures your success in this affiliate program!  Earn 5% - 10% on all Diamond & Jewelry sales with a 60 day cookie, and SALES up to 80% OFF. Sign up today!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38745_302823_2.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38745&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=302823&type=3&subid=0","Active","Chris Tagliaferro","Affiliate Manager","Illinois","Libertyville","514 N Milwaukee, ","60048","US","8473677022","pompeii3jewelry@aol.com","private |5.00%-10.00% commission on all goods","4.2","% of Sale","2013"," 16-AUG-18","60","90","N","N/A","5.00%-10.00% commission on all goods","5.2","% of Sale"," 16-AUG-18","60","90","N",
"PureVPN","http://www.purevpn.com/","38687","PureVPN.com is a global virtual private network provider focused on quality, freedom and choice of connectivity. Service includes 44+ countries where the user can connect without limitations no matter how many times you switch between multiple locations.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38687_301146_2.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38687&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=301146&type=3&subid=0","Active","Zohaib S","Dedicated Affiliate Manager","N","15 Queens Road Central","8th floor, Gloucester Tower, The Landmark","00000","HK","85281254857","zohaib@purevpn.com","private |50.00% commission on all goods","5.2","% of Sale","2013"," 01-AUG-15","60","90","N","N/A","25.00% commission on all goods","13.1","% of Sale"," 10-JUL-15","60","90","N",
"Rakuten Card USA Inc","http://www.rakuten.com","39776","Rakuten Rewards MasterCard Program is integrated with the existing Rakuten Super Points(TM) by Rakuten.com which is Rakuten's U.S. marketplace, offering consumers more than 17 million products at everyday low prices.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39776&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=370890&type=3&subid=0","Active","Rakuten Card Affiliate Program","Account Manager","New York","New York, NY","215 Park Avenue South ","10003","US","646-943-8229","ls-rakutencard@linkshare.com","$60.00 flat fee on selected goods","3.1","Flat Fee","2015"," 24-FEB-16","30","90","N","N/A","$60.00 flat fee on selected goods","3.1","Flat Fee"," 24-FEB-16","30","90","N",
"Rakuten LinkShare Welcome Program","http://www.linkshare.com/","560","This is the Rakuten LinkShare Welcome Program. Publishers have the opportunity to test the links that are available in this offer on their website. It is a 0% offer and no sales/commissions are earned through this offer.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=560&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=311675&type=3&subid=0","Active","Support","Support","New York","New York","215 Park Avenue South 8th Floor","10003","US","646 943 8200","noreply@linkshare.com","0.00% commission on all goods","256.1","% of Sale","2012"," 29-OCT-15","10","90","N","N/A","0.00% commission on all goods","256.1","% of Sale"," 29-OCT-15","10","90","N",
"Rakuten LinkShare Welcome Program","http://www.linkshare.com/","560","This is the Rakuten LinkShare Welcome Program. Publishers have the opportunity to test the links that are available in this offer on their website. It is a 0% offer and no sales/commissions are earned through this offer.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=560&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=311675&type=3&subid=0","Active","Support","Support","New York","New York","215 Park Avenue South 8th Floor","10003","US","646 943 8200","noreply@linkshare.com","0.00% commission on all goods","256.1","% of Sale","2012"," 29-OCT-15","10","90","N","N/A","3.00 flat fee on all goods","216.1","Flat Fee"," 25-JUN-15","30","90","N",
"Reeds Jewelers","http://www.reeds.com/","36378","REEDS Jewelers, Your Family-Owned Jeweler ~ Trusted for Generations, for diamonds, diamond rings, fine jewelry and watches.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=36378_228142.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=36378&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=228142&type=3&subid=0","Active","Todd Schintzius","Digital Marketing Coordinator","North Carolina","Wilmington","PO Box 2229 ","28401","US","910-350-3132","tschintzius@reeds.com","private |7.00% commission on all goods","5.1","% of Sale","2013"," 10-JUN-17","30","90","N","N/A","7.00% commission on all goods","3.4","% of Sale"," 10-OCT-15","30","90","N",
"Rhapsody Music Service","http://www.rhapsody.com/start","39345","Earn great commission for sharing your love for music! Rhapsody connects music fans to over 30 million songs, ad-free, offline-online, as well as providing original entertainment news, commentary, reviews, event coverage and interviews! Join Today!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=39345_20140418_221304.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39345&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=344485&type=3&subid=0","Active","Jenn Uhlir","Affiliate Manager","Washington","Seattle","701 5th Avenue Suite 3100","98104","US","866-494-7183","affiliate@rhapsody.com","private |$8.00 flat fee on all goods; [private |$3.00 flat fee on selected goods]; ","12.2","Flat Fee","2014"," 05-DEC-15","30","90","N","N/A","$8.00 flat fee on all goods; [$3.00 flat fee on selected goods]; ","16.1","Flat Fee"," 31-DEC-19","30","90","N",
