"Advertiser Name","Advertiser URL","MID","Advertiser Description","Link to T&C","Link to Program History","Link to Home Page","Status","Contact Name","Contact Title","State","City","Address","Zip","Country","Phone","Email Address","Commission Terms","Offer","Offer Type","Year Joined","Expiration Date","Return Days","Transaction Update Window","TrueLock","Premium Status","Baseline Commission Terms","Baseline Offer","Baseline Offer Type","Baseline Expiration Date","Baseline Return Days","Baseline Transaction Update Window","Baseline TrueLock"
"Shoes.com","http://www.shoes.com/","38501","Shoes.com is an online shoe retailer featuring more than 400 of the best shoe brands with the latest styles for men, women & kids. We offer 24-hour non-stop shoe shopping with free shipping & easy returns in the US and international shipping is available.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38501_20130605_213040.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38501&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=294516&type=3&subid=0","Active","Erin Buehler","Affiliate Marketing Specialist","Missouri","St. Louis","8300 Maryland Ave. ","63105","US","3148542757","ebuehler@brownshoe.com","13.00% commission on all goods","3.1","% of Sale","2014"," 16-NOV-14","90","90","N","N/A","13.00% commission on all goods","3.1","% of Sale"," 16-NOV-14","90","90","N",
"Sindulge","http://www.sindulge.com/","38843","Sindulge.com is a premier beauty and skin care retailer focused exclusively on Cruelty-Free products.  We offer a one of a kind monthly subscription service providing live video consultations and special benefits to our customers.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38843_20130918_182022.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38843&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=306036&type=3&subid=0","Active","Jaivin Karnani","Social Media Manager of Engagement","California","Vernon","2615 S. Santa Fe Avenue ","90058","US","9515229922","jk@sindulge.com","15.00% commission on all goods","3.2","% of Sale","2014"," 30-JUN-14","10","90","N","N/A","15.00% commission on all goods","3.2","% of Sale"," 30-JUN-14","10","90","N",
"SmartBargains.com","http://www.smartbargains.com/","37461","SmartBargains.com.  All new merchandise, larger order values, better brands, better products and BIGGER BARGAINS!
Take advantage of FREE SHIPPING, Savings of up to 90% and Top-Selling Brand Names!
","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=37461_20120316_185006.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37461&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=317760&type=3&subid=0","Active","Melissa Salas","Affiliate Manager","New York","New York","20 Jay Street ","11201","US","646-290-8127","affiliates@smartbargainscorp.com","5.00% commission on all goods; [10.00% commission on selected goods,; 10.00% commission on selected goods,; 12.00% commission on selected goods]; ","36.2","% of Sale","2013"," 31-DEC-14","15","90","N","N/A","5.00% commission on all goods; [10.00% commission on selected goods,; 10.00% commission on selected goods,; 12.00% commission on selected goods]; ","36.2","% of Sale"," 31-DEC-14","15","90","N",
"Smartfares","http://www.smartfares.com","38656","SmartFares is an online travel reservations service that specializes in cheap flights and discounted airline tickets to the top travel destinations within the United States and the World.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38656&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=299341&type=3&subid=0","Active","Jashabir Rout","Manager Affiliate Marketing","California","San Diego","4545 Murphy Canyon Road Suite 210","92123","US","8584297599","jashabir@lbftravel.com","$9.00-11.00 flat fee on selected goods; [$6.00-8.00 flat fee on selected goods,; $3.00-5.00 flat fee on selected goods]; ","6.4","Flat Fee","2014"," 18-JUL-14","90","90","N","N/A","$9.00-11.00 flat fee on selected goods; [$6.00-8.00 flat fee on selected goods,; $3.00-5.00 flat fee on selected goods]; ","6.4","Flat Fee"," 18-JUL-14","90","90","N",
"Smyth Jewelers","http://www.smythjewelers.com/","38846","Smyth Jewelers is the East coast's largest jewelry store. Smyth offers quality jewelry and gifts. We offer a 100 Day / 100% Satisfaction Guarantee. All orders over $200, ship free!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38846&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=310598&type=3&subid=0","Active","Don Keller","Affiliate Manager","Maryland","Timonium","2020 York Road ","21093","US","410-337-0066","dkeller@catalpha.com","private |4.00% commission on all goods","4.1","% of Sale","2013"," 31-DEC-18","60","90","N","N/A","4.00% commission on all goods","3.1","% of Sale"," 18-OCT-18","60","90","N",
"Sonsi","www.sonsi.com","38597","Featured in InStyle's Best of Web 2011 and named Best Plus Multi Brand Retailer by About.com's 2011 Readers Choice Awards, Sonsi is one of the largest assortments for full figured women","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38597_20130708_205152.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38597&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=297358&type=3&subid=0","Active","Marc Schweid","On-Line Marketing Manager","Pennsylvania","Bensalem","3750 State Rd. ","19020","US","215-638-6854","Ls-sonsi@linkshare.com","5.00% commission on all goods","4.1","% of Sale","2014"," 15-JUL-14","14","90","N","N/A","5.00% commission on all goods","4.1","% of Sale"," 15-JUL-14","14","90","N",
"SportRx","http://www.sportrx.com/","38807","SportRx is a Southern California based company created by opticians who ride their bikes, run their races, push their jogging strollers and bomb down slopes. SportRx has been creating and innovating prescription sports glasses since 1996.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38807_20130926_180935.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38807&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=307865&type=3&subid=0","Active","Alexandra Green","Marketing Manager","California","San Diego","5076 Santa Fe Street Suite A","92109","US","8587517412","marketing@sportrx.com","8.00% commission on all goods","3.1","% of Sale","2014"," 31-DEC-14","30","90","N","N/A","8.00% commission on all goods","3.1","% of Sale"," 31-DEC-14","30","90","N",
"Stockn'Go","http://www.stockngo.com/","37244","Stockngo.com is a one-stop online destination for thousands of discounted brand-name hair care, health care, skin care, personal care, and household products. Buy products by the case for savings of up to 80%. Never pay retail prices again!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=37244_311784.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37244&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=311784&type=3&subid=0","Active","Team SNG","Affiliate Program Manager","New York","Patchogue","414 South Service Road - Number 242 ","11772","US","877-STOCKNGO","affiliate@stockngo.com","private |6.00% commission on all goods; [private |3.00% commission on selected goods]; ","153.1","% of Sale","2013"," 31-MAR-14","30","90","N","N/A","6.00% commission on all goods; [3.00% commission on selected goods]; ","151.1","% of Sale"," 03-MAY-14","30","90","N",
"Swimwearforme.com","http://www.swimwearforme.com/","37117","Swimwear For Me specializes in affordable high-fashion swimwear for women, with first class designs. We offer the best deals anywhere on the web - from bikinis to one-piece garments, we carry a wide selection of items for your convenience. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=37117_323097.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37117&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=323097&type=3&subid=0","Active","Amanda Thambounaris","Affiliate Program Manager","New York","brooklyn","20 jay street ","11201","US","646-290-8127 x 206","swimwearforme@bluecherrygroup.com","private |12.00%-14.00% commission on all goods","15.1","% of Sale","2013"," 10-MAR-14","30","90","N","N/A","12.00% commission on all goods","3.2","% of Sale"," 03-OCT-14","30","90","N",
"TITAN BIDS (US)","http://titanbids.com/","39029","Titan Bids is a unique Pay to Bid Auction model offering up to 95% off retail on all consumer goods!tine All postage is free worldwide and all items won are Brand New!  All new members are given 10 Free Bids upon sign-up!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39029&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=313443&type=3&subid=0","Active","Dimitri Chrisis","Director","New South Wales","Canterbury","6 Cressy ","2193","AU","61402725279","affiliates@titanbids.com","14.00% commission on all goods","3.1","% of Sale","2014"," 13-NOV-18","70","90","N","N/A","14.00% commission on all goods","3.1","% of Sale"," 13-NOV-18","70","90","N",
"TOMS Shoes","http://www.toms.com/","38583","We are a popular and rapidly growing shoe and eyewear company guided by one simple mission. With every product you purchase, we will help someone in need. One for One. ® Join our movement and enjoy the perks in the process. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38583_296538_2.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38583&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=296538&type=3&subid=0","Active","Vanessa Angulo","Account Manager","California","Los Angeles","5404 Jandy Place ","90066","US","310-566-3170","ls-TOMS@linkshare.com","7.00% commission on all goods","4.2","% of Sale","2014"," 01-JUN-18","30","90","N","N/A","7.00% commission on all goods","4.2","% of Sale"," 01-JUN-18","30","90","N",
"TaxExtension.com","www.taxextension.com","39169","TaxExtension.com offers quick and easy IRS income tax extensions for those who need more time to finish their income taxes.  In about 5 minutes, users can get up to 6 more months to finish their taxes and the IRS doesn?t even ask why ? it?s automatic!  ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=39169_20140203_151754.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39169&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=323748&type=3&subid=0","Active","Affiliate Manager","Affiliate Manager","Nevada","Las Vegas","3930 Howard Hughes Parkway, 4th Floor ","89169","US","(702) 701-9514","affiliatemanager@banks.com","private |30.00% commission on all goods","5.1","% of Sale","2014"," 14-FEB-17","30","90","N","N/A","30.00% commission on all goods","4.1","% of Sale"," 10-FEB-17","30","90","N",
"Team Express Distributing LLC","www.teamexpress.com","38602","Team Express is the largest marketer of baseball, softball football, basketball, volleyball and team equipment in the US. 

We offer an 8% COMMISSION rate with a 30 Day Cookie referral period. Our average order value is approximately $135. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38602&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=296072&type=3&subid=0","Active","Kelly","Affiliate Manager","Texas","San Antonio","5750 Northwest Parkway, Ste 100 ","78249","US","316-250-7686","affiliates@teamexpress.com","private |8.00% commission on all goods","4.1","% of Sale","2013"," 30-JUN-14","10","90","N","N/A","8.00% commission on all goods","3.1","% of Sale"," 30-JUN-14","10","90","N",
"Teavana.com","http://www.teavana.com/","38727","Teavana, the largest retailer of premium loose leaf teas, is a luxury brand with broad appeal. Our teas are made from the highest grade teas from around the world and our unique tea blends please tea connoisseurs, gourmets, & non-discerning men and women.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38727_303268.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38727&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=303268&type=3&subid=0","Active","Team OPMpros.com","Affiliate Program Manager","Quebec","Montreal","5000 Jean-Talon West Suite 290","H4P 1W9","CA","514.341.7767","Teavana@opmpros.com","6.00% commission on all goods","3.1","% of Sale","2014"," 31-MAR-14","30","90","N","N/A","6.00% commission on all goods","3.1","% of Sale"," 31-MAR-14","30","90","N",
"Tee-Links","http://tee-links.com/","38580","Tee-links.com is the golfing destination to save money at some of the top golf courses across the country. Our members can search the site for their perfect golf tee-time or travel preference.

","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38580&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=298465&type=3&subid=0","Active","Deb K","A","New York","New York","21 Vangard ave ","10019","US","201-798-7400","debrak@tee-links.com","$3.00-5.00 flat fee on all goods","3.1","Flat Fee","2014"," 21-JUN-14","10","90","N","N/A","$3.00-5.00 flat fee on all goods","3.1","Flat Fee"," 21-JUN-14","10","90","N",
"The Black Bow","http://www.theblackbow.com/","37557","We feature over 20,000 jewelry items including rings, earrings, bracelets, anklets, toe rings, Pandora-type bracelet charms, gemstone and diamond set jewelry and so much more. We have Items for women, men and even a jewelry collection for kids.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37557&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=271277&type=3&subid=0","Active","Cory Smith","Marketing","Ohio","medina","3593 medina rd suite 159 ","44256","US","866-620-2638 x702","jcsmith@theblackbow.com","private |9.00%-12.00% commission on all goods","7.1","% of Sale","2013"," 30-OCT-14","60","90","N","N/A","8.00%-10.00% commission on all goods","5.1","% of Sale"," 07-JUN-14","45","90","N",
"The Perfect Rug","http://theperfectrug.com/","39108","The Perfect Rug, where you can design completely custom area rugs online for indoors and outdoors in 3 easy steps. Choose rug material, size & border. Design your own custom area rug online from hundreds of top quality rug materials in any size and shape.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39108&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=324544&type=3&subid=0","Active","Seth Norris","SR. Paid Advertising Analyst","Arizona","Scottsdale","18835 N. Thompson Peak Parkway #300 ","85255","US","480-467-3538","seth@zogdigital.com","private |7.00%-9.00% commission on all goods","5.1","% of Sale","2014"," 21-FEB-19","10","90","N","N/A","private |7.00%-9.00% commission on all goods","5.1","% of Sale"," 21-FEB-19","10","90","N",
